game,combination,draw_date,jackpot_php,winners
4D Lotto,3-9-4-4,12/19/2022,103519.00,8
4D Lotto,0-8-6-4,12/21/2022,40534.00,21
4D Lotto,8-3-4-4,12/23/2022,108250.00,9
4D Lotto,3-2-1-3,12/26/2022,20849.00,23
4D Lotto,7-8-6-1,12/28/2022,53188.00,17
4D Lotto,1-6-6-2,12/30/2022,26625.00,39
4D Lotto,9-3-8-9,1/2/2023,111990.00,7
4D Lotto,4-2-9-0,1/4/2023,46813.00,20
4D Lotto,4-1-9-3,1/6/2023,56180.00,19
4D Lotto,9-6-2-4,1/9/2023,31805.00,21
4D Lotto,5-9-4-7,1/11/2023,44030.00,18
4D Lotto,7-0-5-7,1/13/2023,14136.00,62
4D Lotto,4-7-4-7,1/16/2023,33755.00,27
4D Lotto,5-3-7-0,1/18/2023,21268.00,44
4D Lotto,0-9-3-2,1/20/2023,47896.00,20
4D Lotto,4-1-4-3,1/23/2023,23837.00,33
4D Lotto,1-0-3-0,1/25/2023,10000.00,178
4D Lotto,2-5-3-7,1/27/2023,32704.00,29
4D Lotto,2-0-9-2,1/30/2023,83635.00,12
4D Lotto,6-0-1-2,2/1/2023,17731.00,27
4D Lotto,0-9-9-1,2/3/2023,47048.00,21
4D Lotto,0-4-0-0,2/6/2023,62708.00,13
4D Lotto,2-9-7-6,2/8/2023,26554.00,32
4D Lotto,2-4-8-3,2/10/2023,71904.00,14
4D Lotto,2-9-1-2,2/13/2023,10040.00,60
4D Lotto,3-6-5-2,2/15/2023,46750.00,19
4D Lotto,2-2-6-4,2/17/2023,30205.00,32
4D Lotto,9-8-6-8,2/20/2023,87899.00,10
4D Lotto,4-3-6-8,2/22/2023,32102.00,28
4D Lotto,5-7-9-9,2/24/2023,75184.00,13
4D Lotto,3-9-1-2,2/27/2023,32036.00,19
4D Lotto,1-2-7-9,3/1/2023,22831.00,44
4D Lotto,4-0-4-0,3/3/2023,10000.00,95
4D Lotto,4-6-6-1,3/6/2023,73828.00,13
4D Lotto,5-0-4-2,3/8/2023,31088.00,30
4D Lotto,4-0-9-0,3/10/2023,11276.00,91
4D Lotto,7-7-0-4,3/13/2023,53524.00,16
4D Lotto,7-6-6-0,3/15/2023,48842.00,19
4D Lotto,7-0-8-2,3/17/2023,127360.00,8
4D Lotto,8-3-2-6,3/20/2023,22950.00,23
4D Lotto,5-9-1-3,3/22/2023,15995.00,41
4D Lotto,9-1-9-9,3/24/2023,62031.00,16
4D Lotto,7-3-4-5,3/27/2023,44775.00,20
4D Lotto,8-9-6-6,3/29/2023,51231.00,14
4D Lotto,6-4-5-1,3/31/2023,44266.00,21
4D Lotto,3-0-1-2,4/3/2023,10000.00,98
4D Lotto,7-3-1-4,4/5/2023,17298.00,34
4D Lotto,8-2-7-1,4/10/2023,46964.00,17
4D Lotto,5-6-6-3,4/12/2023,51869.00,16
4D Lotto,0-5-7-1,4/14/2023,86182.00,11
4D Lotto,7-5-6-9,4/17/2023,54643.00,16
4D Lotto,3-2-4-1,4/19/2023,34178.00,26
4D Lotto,7-8-8-2,4/21/2023,141814.00,6
4D Lotto,6-0-8-1,4/24/2023,124529.00,7
4D Lotto,2-0-2-0,4/26/2023,10000.00,171
4D Lotto,1-3-3-2,4/28/2023,29056.00,34
4D Lotto,5-0-9-2,5/1/2023,63939.00,15
4D Lotto,3-8-7-8,5/3/2023,54427.00,16
4D Lotto,7-4-9-2,5/5/2023,79799.00,13
4D Lotto,9-2-3-4,5/8/2023,29186.00,30
4D Lotto,9-8-6-1,5/10/2023,68555.00,12
4D Lotto,8-9-3-7,5/12/2023,54281.00,17
4D Lotto,3-3-3-9,5/15/2023,72351.00,13
4D Lotto,2-1-6-9,5/17/2023,35884.00,25
4D Lotto,0-4-3-8,5/19/2023,40330.00,22
4D Lotto,5-8-1-5,5/22/2023,26456.00,23
4D Lotto,1-6-4-1,5/24/2023,55163.00,16
4D Lotto,2-8-6-0,5/26/2023,25488.00,34
4D Lotto,1-9-0-3,5/29/2023,26162.00,32
4D Lotto,1-1-3-7,5/31/2023,12248.00,74
4D Lotto,7-3-6-8,6/2/2023,76533.00,12
4D Lotto,0-7-4-2,6/5/2023,71113.00,13
4D Lotto,8-7-1-6,6/7/2023,27935.00,18
4D Lotto,1-6-5-2,6/9/2023,39345.00,23
4D Lotto,0-8-9-7,6/12/2023,92174.00,10
4D Lotto,2-2-3-3,6/14/2023,27719.00,33
4D Lotto,1-8-6-3,6/16/2023,13307.00,71
4D Lotto,9-4-3-3,6/19/2023,85714.00,11
4D Lotto,3-7-8-8,6/21/2023,57169.00,13
4D Lotto,4-6-6-0,6/23/2023,111188.00,8
4D Lotto,2-1-8-4,6/26/2023,59269.00,16
4D Lotto,9-9-0-4,6/28/2023,61101.00,13
4D Lotto,5-5-2-0,6/30/2023,22328.00,27
4D Lotto,7-9-1-0,7/3/2023,14258.00,31
4D Lotto,0-9-8-5,7/5/2023,149084.00,6
4D Lotto,8-2-0-3,7/7/2023,38201.00,23
4D Lotto,3-9-8-6,7/10/2023,47587.00,18
4D Lotto,6-0-6-0,7/12/2023,12626.00,63
4D Lotto,0-5-0-3,7/14/2023,31706.00,27
4D Lotto,1-8-7-2,7/17/2023,19649.00,50
4D Lotto,6-1-4-9,7/19/2023,41180.00,21
4D Lotto,2-5-1-8,7/21/2023,10000.00,98
4D Lotto,8-9-1-0,7/24/2023,10000.00,132
4D Lotto,9-2-7-6,7/26/2023,72666.00,12
4D Lotto,0-2-8-0,7/28/2023,10000.00,106
4D Lotto,9-6-2-8,7/31/2023,13171.00,33
4D Lotto,4-3-3-9,8/2/2023,48614.00,19
4D Lotto,8-2-5-5,8/4/2023,15746.00,53
4D Lotto,5-1-0-6,8/7/2023,29792.00,28
4D Lotto,8-3-8-0,8/9/2023,144738.00,6
4D Lotto,9-6-8-8,8/11/2023,46187.00,18
4D Lotto,0-4-6-9,8/14/2023,18496.00,47
4D Lotto,1-4-9-5,8/16/2023,59209.00,17
4D Lotto,0-8-3-9,8/18/2023,30195.00,32
4D Lotto,8-9-2-7,8/21/2023,13707.00,31
4D Lotto,0-1-9-6,8/23/2023,162176.00,6
4D Lotto,4-9-9-8,8/25/2023,47123.00,20
4D Lotto,4-8-7-0,8/28/2023,281106.00,3
4D Lotto,3-8-4-7,8/30/2023,46468.00,20
4D Lotto,0-5-9-4,9/1/2023,494575.00,2
4D Lotto,4-8-6-0,9/4/2023,25848.00,31
4D Lotto,1-4-8-7,9/6/2023,40143.00,25
4D Lotto,6-1-6-8,9/8/2023,23193.00,37
4D Lotto,3-5-3-4,9/11/2023,121122.00,8
4D Lotto,3-9-4-7,9/13/2023,36578.00,24
4D Lotto,9-5-1-4,9/15/2023,19776.00,33
4D Lotto,1-4-5-0,9/18/2023,30055.00,26
4D Lotto,9-9-0-5,9/20/2023,40196.00,17
4D Lotto,5-7-4-0,9/22/2023,67109.00,13
4D Lotto,8-0-8-7,9/25/2023,46762.00,21
4D Lotto,2-9-2-8,9/27/2023,10000.00,84
4D Lotto,7-5-0-3,9/29/2023,89130.00,9
4D Lotto,2-2-7-0,10/2/2023,55899.00,15
4D Lotto,3-5-3-4,10/4/2023,30163.00,31
4D Lotto,3-1-7-4,10/6/2023,89678.00,10
4D Lotto,6-6-3-0,10/9/2023,18797.00,28
4D Lotto,0-5-7-7,10/11/2023,41398.00,21
4D Lotto,5-2-9-0,10/13/2023,25925.00,40
4D Lotto,5-8-3-1,10/16/2023,74914.00,9
4D Lotto,3-7-5-3,10/18/2023,61168.00,15
4D Lotto,5-4-6-1,10/20/2023,42199.00,23
4D Lotto,0-1-5-3,10/23/2023,75474.00,12
4D Lotto,9-3-1-8,10/25/2023,30924.00,18
4D Lotto,3-5-7-7,10/27/2023,50627.00,18
4D Lotto,6-2-3-0,10/30/2023,10000.00,29
4D Lotto,4-5-1-5,11/1/2023,31848.00,15
4D Lotto,8-2-3-4,11/3/2023,48784.00,17
4D Lotto,2-5-6-9,11/6/2023,22913.00,37
4D Lotto,0-2-6-6,11/8/2023,92614.00,9
4D Lotto,1-5-2-4,11/10/2023,10000.00,75
4D Lotto,0-7-2-2,11/13/2023,10000.00,91
4D Lotto,3-5-0-3,11/15/2023,25559.00,32
4D Lotto,6-1-1-1,11/17/2023,10000.00,32
4D Lotto,8-5-9-5,11/20/2023,108129.00,10
4D Lotto,9-5-9-5,11/22/2023,33033.00,33
4D Lotto,8-0-7-8,11/24/2023,99233.00,10
4D Lotto,8-6-7-5,11/27/2023,86818.00,11
4D Lotto,1-4-3-0,11/29/2023,10000.00,148
4D Lotto,2-9-4-3,12/1/2023,67676.00,16
4D Lotto,2-3-2-2,12/4/2023,12124.00,57
4D Lotto,2-0-5-7,12/6/2023,32244.00,30
4D Lotto,9-6-6-4,12/8/2023,53718.00,16
4D Lotto,8-8-7-7,12/11/2023,23719.00,39
4D Lotto,3-5-4-2,12/13/2023,101633.00,10
4D Lotto,6-3-9-6,12/15/2023,46015.00,25
4D Lotto,2-9-9-6,12/18/2023,48286.00,20
4D Lotto,8-5-7-1,12/20/2023,77224.00,13
4D Lotto,1-3-6-6,12/22/2023,21486.00,48
4D Lotto,9-7-0-3,12/27/2023,59246.00,12
4D Lotto,3-7-4-5,12/29/2023,50863.00,22
4D Lotto,1-1-3-9,1/3/2024,17329.00,67
4D Lotto,6-3-4-4,1/5/2024,72474.00,14
4D Lotto,0-7-7-2,1/8/2024,77514.00,13
4D Lotto,0-9-3-1,1/10/2024,43727.00,19
4D Lotto,2-7-3-8,1/12/2024,43388.00,27
4D Lotto,0-0-5-3,1/15/2024,80052.00,13
4D Lotto,2-5-6-8,1/17/2024,18657.00,51
4D Lotto,3-4-1-9,1/19/2024,10569.00,32
4D Lotto,7-4-6-6,1/22/2024,94788.00,11
4D Lotto,5-9-9-2,1/24/2024,34758.00,30
4D Lotto,6-8-5-4,1/26/2024,25728.00,38
4D Lotto,6-7-7-3,1/29/2024,54974.00,15
4D Lotto,9-9-8-8,1/31/2024,10000.00,79
4D Lotto,3-9-8-7,2/2/2024,75160.00,13
4D Lotto,8-8-5-2,2/5/2024,68133.00,15
4D Lotto,9-6-2-3,2/7/2024,44648.00,14
4D Lotto,7-7-0-4,2/9/2024,52308.00,18
4D Lotto,6-8-0-4,2/12/2024,45994.00,21
4D Lotto,1-9-9-8,2/14/2024,15328.00,68
4D Lotto,4-9-2-4,2/16/2024,16810.00,24
4D Lotto,3-4-6-0,2/19/2024,61397.00,15
4D Lotto,2-0-7-6,2/21/2024,39422.00,26
4D Lotto,0-1-6-2,2/23/2024,139582.00,7
4D Lotto,0-7-1-2,2/26/2024,10000.00,75
4D Lotto,7-3-2-5,2/28/2024,13421.00,35
4D Lotto,3-1-7-5,3/1/2024,33590.00,31
4D Lotto,3-1-4-6,3/4/2024,34380.00,29
4D Lotto,2-7-2-2,3/6/2024,10000.00,76
4D Lotto,1-2-8-9,3/8/2024,19887.00,51
4D Lotto,7-9-8-9,3/11/2024,72489.00,12
4D Lotto,6-4-4-1,3/13/2024,103168.00,9
4D Lotto,9-0-6-1,3/15/2024,79127.00,12
4D Lotto,1-1-9-1,3/18/2024,69128.00,14
4D Lotto,3-1-1-9,3/20/2024,10000.00,55
4D Lotto,4-9-5-3,3/22/2024,71165.00,13
4D Lotto,4-9-6-8,3/25/2024,36455.00,17
4D Lotto,6-4-1-3,3/27/2024,53204.00,13
4D Lotto,7-6-5-4,4/1/2024,24898.00,38
4D Lotto,2-1-1-7,4/3/2024,10000.00,195
4D Lotto,2-7-5-9,4/5/2024,13649.00,67
4D Lotto,9-4-0-4,4/8/2024,51121.00,14
4D Lotto,5-0-6-4,4/10/2024,77815.00,10
4D Lotto,9-8-1-9,4/12/2024,29622.00,15
4D Lotto,7-1-9-1,4/15/2024,58064.00,16
4D Lotto,7-1-8-1,4/17/2024,54206.00,17
4D Lotto,7-3-5-1,4/19/2024,28200.00,36
4D Lotto,1-5-1-7,4/22/2024,10000.00,105
4D Lotto,4-4-0-0,4/24/2024,43074.00,21
4D Lotto,7-4-1-5,4/26/2024,46668.00,13
4D Lotto,5-7-3-0,4/29/2024,10147.00,41
4D Lotto,9-4-4-9,5/1/2024,35416.00,24
4D Lotto,6-5-8-1,5/3/2024,110487.00,9
4D Lotto,6-4-2-3,5/6/2024,45462.00,14
4D Lotto,5-8-4-1,5/8/2024,49230.00,19
4D Lotto,8-5-5-8,5/10/2024,10000.00,77
4D Lotto,3-8-9-0,5/13/2024,58779.00,16
4D Lotto,9-6-1-1,5/15/2024,48145.00,11
4D Lotto,0-7-0-3,5/17/2024,18351.00,49
4D Lotto,2-2-4-0,5/20/2024,28159.00,35
4D Lotto,9-6-5-7,5/22/2024,69862.00,13
4D Lotto,8-0-3-3,5/24/2024,55260.00,17
4D Lotto,2-4-8-2,5/27/2024,48843.00,20
4D Lotto,1-1-6-9,5/29/2024,15282.00,53
4D Lotto,3-9-7-9,5/31/2024,46326.00,19
4D Lotto,0-4-8-2,6/3/2024,103637.00,10
4D Lotto,1-2-9-1,6/5/2024,42846.00,23
4D Lotto,8-6-5-2,6/7/2024,50104.00,20
4D Lotto,5-8-5-6,6/10/2024,20256.00,43
4D Lotto,2-6-6-9,6/12/2024,17271.00,48
4D Lotto,7-3-6-7,6/14/2024,85304.00,11
4D Lotto,2-4-2-7,6/17/2024,10000.00,77
4D Lotto,2-8-0-6,6/19/2024,19688.00,44
4D Lotto,3-5-6-0,6/21/2024,88304.00,10
4D Lotto,8-8-2-1,6/24/2024,51709.00,11
4D Lotto,6-7-3-7,6/26/2024,62632.00,15
4D Lotto,0-8-7-5,6/28/2024,88501.00,11
4D Lotto,9-0-3-8,7/1/2024,88624.00,12
4D Lotto,3-8-3-4,7/3/2024,98065.00,10
4D Lotto,9-3-0-3,7/5/2024,38406.00,22
4D Lotto,3-3-8-4,7/8/2024,37182.00,27
4D Lotto,3-5-4-8,7/10/2024,54977.00,17
4D Lotto,9-6-7-5,7/12/2024,65017.00,15
4D Lotto,0-8-3-5,7/15/2024,46532.00,18
4D Lotto,1-0-5-3,7/17/2024,20362.00,44
4D Lotto,5-2-2-8,7/19/2024,10000.00,30
4D Lotto,3-6-3-8,7/22/2024,65044.00,13
4D Lotto,2-1-4-8,7/24/2024,53864.00,10
4D Lotto,5-1-4-6,7/26/2024,42016.00,22
4D Lotto,4-0-1-6,7/29/2024,26977.00,22
4D Lotto,8-1-5-8,7/31/2024,25882.00,30
4D Lotto,5-9-2-5,8/2/2024,13403.00,28
4D Lotto,6-9-7-6,8/5/2024,56125.00,14
4D Lotto,8-3-2-2,8/7/2024,67449.00,9
4D Lotto,2-0-3-3,8/9/2024,30258.00,29
4D Lotto,6-2-8-4,8/12/2024,31197.00,31
4D Lotto,0-2-8-9,8/14/2024,98499.00,9
4D Lotto,7-0-1-2,8/16/2024,12564.00,39
4D Lotto,2-0-6-4,8/19/2024,42699.00,19
4D Lotto,3-4-7-3,8/21/2024,50892.00,18
4D Lotto,7-5-2-2,8/23/2024,17915.00,21
4D Lotto,8-3-8-3,8/26/2024,30972.00,30
4D Lotto,1-1-5-0,8/28/2024,20595.00,35
4D Lotto,3-8-2-0,8/30/2024,19898.00,24
4D Lotto,9-8-5-8,9/2/2024,31456.00,22
4D Lotto,0-8-0-2,9/4/2024,21535.00,38
4D Lotto,7-4-5-0,9/6/2024,13261.00,64
4D Lotto,6-6-9-3,9/9/2024,65560.00,15
4D Lotto,5-1-6-0,9/11/2024,48855.00,15
4D Lotto,5-1-3-8,9/13/2024,30245.00,30
4D Lotto,4-7-6-2,9/16/2024,27744.00,33
4D Lotto,1-9-2-6,9/18/2024,10000.00,168
4D Lotto,7-3-5-2,9/20/2024,18324.00,45
4D Lotto,9-5-0-2,9/23/2024,56206.00,16
4D Lotto,4-4-5-1,9/25/2024,48665.00,18
4D Lotto,6-8-5-2,9/27/2024,42004.00,20
4D Lotto,5-0-3-9,9/30/2024,133740.00,7
4D Lotto,8-4-0-3,10/2/2024,88618.00,9
4D Lotto,9-0-3-0,10/4/2024,36909.00,8
4D Lotto,5-7-2-2,10/7/2024,14207.00,37
4D Lotto,3-7-7-1,10/9/2024,108496.00,8
4D Lotto,1-6-3-7,10/11/2024,52328.00,19
4D Lotto,6-8-5-9,10/14/2024,38609.00,23
4D Lotto,3-1-2-1,10/16/2024,10000.00,59
4D Lotto,0-4-6-3,10/18/2024,101428.00,9
4D Lotto,4-1-4-2,10/21/2024,28036.00,31
4D Lotto,4-9-8-8,10/23/2024,85936.00,8
4D Lotto,9-2-8-0,10/25/2024,45435.00,19
4D Lotto,4-4-9-8,10/28/2024,34124.00,28
4D Lotto,3-3-1-8,10/30/2024,22060.00,24
4D Lotto,9-5-2-8,11/1/2024,24183.00,13
4D Lotto,0-4-2-1,11/4/2024,10000.00,92
4D Lotto,9-9-6-8,11/6/2024,17191.00,32
4D Lotto,4-6-7-5,11/8/2024,14349.00,61
4D Lotto,5-5-1-7,11/11/2024,18934.00,27
4D Lotto,5-6-4-4,11/13/2024,52019.00,15
4D Lotto,8-4-2-4,11/15/2024,22596.00,21
4D Lotto,3-1-5-4,11/18/2024,29102.00,31
4D Lotto,5-0-7-2,11/20/2024,87936.00,10
4D Lotto,4-7-5-2,11/22/2024,30062.00,28
4D Lotto,3-2-5-2,11/25/2024,43235.00,18
4D Lotto,4-2-7-1,11/27/2024,11193.00,75
4D Lotto,3-3-0-4,11/29/2024,59363.00,15
4D Lotto,1-3-7-8,12/2/2024,38394.00,26
4D Lotto,1-0-4-6,12/4/2024,29177.00,32
4D Lotto,0-0-2-8,12/6/2024,19429.00,8
4D Lotto,4-1-0-3,12/9/2024,26294.00,30
4D Lotto,3-1-0-5,12/11/2024,21067.00,40
4D Lotto,8-2-0-7,12/13/2024,37618.00,24
4D Lotto,7-4-3-4,12/16/2024,38441.00,26
4D Lotto,9-2-0-0,12/18/2024,112617.00,8
4D Lotto,4-3-6-5,12/20/2024,38141.00,26
4D Lotto,6-9-8-5,12/23/2024,50772.00,20
4D Lotto,3-5-7-7,12/25/2024,50007.00,8
4D Lotto,7-9-9-6,12/27/2024,90418.00,12
4D Lotto,6-0-1-2,12/30/2024,10000.00,31
4D Lotto,9-1-6-5,1/1/2025,14096.00,28
4D Lotto,3-7-1-9,1/3/2025,17603.00,34
4D Lotto,0-5-6-5,1/6/2025,53301.00,16
4D Lotto,5-7-4-6,1/8/2025,33860.00,29
4D Lotto,8-8-5-5,1/10/2025,42092.00,21
4D Lotto,2-4-7-1,1/13/2025,16136.00,60
4D Lotto,4-4-5-2,1/15/2025,62947.00,14
4D Lotto,4-6-5-2,1/17/2025,27903.00,32
4D Lotto,8-3-1-7,1/20/2025,21076.00,27
4D Lotto,8-4-0-2,1/22/2025,30863.00,29
4D Lotto,5-0-0-7,1/24/2025,78425.00,11
4D Lotto,5-6-2-1,1/27/2025,18396.00,35
4D Lotto,5-9-2-3,1/29/2025,39478.00,14
4D Lotto,0-2-3-6,1/31/2025,43039.00,24
4D Lotto,1-9-7-1,2/3/2025,10000.00,223
4D Lotto,7-3-2-4,2/5/2025,52156.00,11
4D Lotto,1-7-8-9,2/7/2025,32344.00,28
4D Lotto,6-9-2-3,2/10/2025,36769.00,18
4D Lotto,4-3-3-5,2/12/2025,80316.00,12
4D Lotto,1-0-3-1,2/14/2025,10000.00,180
4D Lotto,7-6-1-7,2/17/2025,10584.00,30
4D Lotto,5-1-9-6,2/19/2025,119012.00,8
4D Lotto,0-6-9-3,2/21/2025,125393.00,9
4D Lotto,1-1-4-6,2/24/2025,22305.00,43
4D Lotto,2-5-1-7,2/26/2025,10000.00,97
4D Lotto,2-3-1-7,2/28/2025,10000.00,48
4D Lotto,5-6-3-6,3/3/2025,89360.00,11
4D Lotto,1-4-9-4,3/5/2025,55189.00,19
4D Lotto,7-8-1-0,3/7/2025,16024.00,28
4D Lotto,1-9-4-8,3/10/2025,10000.00,144
4D Lotto,8-4-1-7,3/12/2025,17634.00,18
4D Lotto,7-1-8-7,3/14/2025,53605.00,19
4D Lotto,8-7-7-8,3/17/2025,36376.00,25
4D Lotto,0-2-6-8,3/19/2025,51787.00,15
4D Lotto,1-5-0-2,3/21/2025,43217.00,22
4D Lotto,9-9-5-8,3/24/2025,103569.00,7
4D Lotto,0-8-7-7,3/26/2025,66604.00,12
4D Lotto,5-3-0-6,3/28/2025,67588.00,14
4D Lotto,5-9-4-1,3/31/2025,25862.00,36
4D Lotto,9-8-2-1,4/2/2025,28812.00,22
4D Lotto,2-2-4-9,4/4/2025,26396.00,35
4D Lotto,5-1-6-5,4/7/2025,71521.00,12
4D Lotto,9-8-3-9,4/9/2025,74151.00,12
4D Lotto,4-4-7-7,4/11/2025,17395.00,50
4D Lotto,3-7-2-4,4/14/2025,42026.00,13
4D Lotto,7-1-5-4,4/16/2025,12938.00,71
4D Lotto,9-6-3-9,4/21/2025,35616.00,28
4D Lotto,1-0-6-6,4/23/2025,23104.00,38
4D Lotto,6-7-3-7,4/25/2025,83717.00,11
4D Lotto,4-7-9-2,4/28/2025,28931.00,34
4D Lotto,4-4-5-6,4/30/2025,73067.00,11
4D Lotto,6-6-9-8,5/2/2025,48070.00,19
4D Lotto,0-6-5-4,5/5/2025,39221.00,20
4D Lotto,0-2-3-1,5/7/2025,71394.00,10
4D Lotto,4-2-4-7,5/9/2025,48939.00,18
4D Lotto,6-9-5-0,5/12/2025,58700.00,11
4D Lotto,6-4-4-8,5/14/2025,44405.00,18
4D Lotto,7-6-2-5,5/16/2025,10000.00,28
4D Lotto,6-7-7-9,5/19/2025,69647.00,13
4D Lotto,3-1-0-9,5/21/2025,29662.00,26
4D Lotto,3-6-2-9,5/23/2025,33649.00,17
4D Lotto,0-0-9-2,5/26/2025,142210.00,7
4D Lotto,8-7-9-2,5/28/2025,122351.00,8
4D Lotto,5-5-9-6,5/30/2025,141790.00,7
4D Lotto,5-2-7-1,6/2/2025,22760.00,40
4D Lotto,5-2-3-6,6/4/2025,57047.00,16
4D Lotto,5-0-3-7,6/6/2025,65221.00,14
4D Lotto,8-0-8-9,6/9/2025,34818.00,23
4D Lotto,3-4-8-3,6/11/2025,124345.00,8
4D Lotto,4-3-1-1,6/13/2025,17111.00,30
4D Lotto,2-0-0-8,6/16/2025,10000.00,95
4D Lotto,5-8-4-5,6/18/2025,37889.00,25
4D Lotto,7-9-4-4,6/20/2025,208289.00,4
4D Lotto,7-0-7-8,6/23/2025,69476.00,13
4D Lotto,9-7-0-5,6/25/2025,49296.00,18
4D Lotto,8-7-0-4,6/27/2025,64122.00,13
4D Lotto,6-2-9-6,6/30/2025,40500.00,23
4D Lotto,8-2-2-3,7/2/2025,21974.00,24
4D Lotto,9-2-5-6,7/4/2025,36361.00,24
4D Lotto,1-7-8-4,7/7/2025,11674.00,84
4D Lotto,8-0-2-6,7/9/2025,15139.00,26
4D Lotto,6-1-1-1,7/11/2025,10000.00,22
4D Lotto,0-6-3-7,7/14/2025,78419.00,12
4D Lotto,0-9-5-2,7/16/2025,52092.00,16
4D Lotto,2-9-7-2,7/18/2025,42132.00,18
4D Lotto,7-1-7-8,7/21/2025,50510.00,15
4D Lotto,1-4-2-9,7/23/2025,10000.00,100
4D Lotto,6-6-7-5,7/25/2025,27009.00,31
4D Lotto,4-8-4-2,7/28/2025,77148.00,11
4D Lotto,8-6-7-3,7/30/2025,40392.00,22
4D Lotto,4-9-3-7,8/1/2025,64326.00,14
4D Lotto,5-4-4-5,8/4/2025,19049.00,45
4D Lotto,2-6-5-4,8/6/2025,16406.00,46
4D Lotto,9-5-7-4,8/8/2025,60823.00,16
4D Lotto,7-0-7-5,8/11/2025,42039.00,20
4D Lotto,6-9-3-0,8/13/2025,29449.00,17
4D Lotto,2-4-5-1,8/15/2025,49117.00,18
4D Lotto,0-4-1-7,8/18/2025,10000.00,80
4D Lotto,6-5-6-4,8/20/2025,26375.00,30
4D Lotto,7-6-8-9,8/22/2025,39965.00,19
4D Lotto,8-8-3-8,8/25/2025,58874.00,14
4D Lotto,1-7-7-1,8/27/2025,10000.00,132
4D Lotto,4-7-6-1,8/29/2025,32903.00,27
4D Lotto,9-5-1-2,9/1/2025,133994.00,5
4D Lotto,7-4-5-7,9/3/2025,33700.00,24
4D Lotto,7-0-3-7,9/5/2025,231968.00,4
4D Lotto,5-8-2-0,9/8/2025,11650.00,49
4D Lotto,1-5-7-8,9/10/2025,34930.00,25
4D Lotto,4-7-9-4,9/12/2025,52246.00,18
4D Lotto,5-1-9-7,9/15/2025,50105.00,20
4D Lotto,9-7-3-8,9/17/2025,124594.00,7
4D Lotto,2-4-0-1,9/19/2025,29634.00,32
4D Lotto,5-1-3-5,9/22/2025,144462.00,5
4D Lotto,7-5-9-3,9/24/2025,75629.00,13
4D Lotto,0-2-7-4,9/26/2025,64638.00,13
4D Lotto,9-1-2-5,9/29/2025,10000.00,61
4D Lotto,8-9-0-7,10/1/2025,67957.00,13
4D Lotto,3-8-6-2,10/3/2025,59822.00,15
4D Lotto,3-7-6-8,10/6/2025,31439.00,24
4D Lotto,5-2-0-7,10/8/2025,40543.00,20
4D Lotto,3-3-1-1,10/10/2025,13622.00,33
4D Lotto,5-8-5-6,10/13/2025,49833.00,18
4D Lotto,2-4-2-7,10/15/2025,10000.00,127
4D Lotto,1-2-2-9,10/17/2025,10000.00,223
4D Lotto,2-7-3-1,10/20/2025,11918.00,62
4D Lotto,4-9-9-7,10/22/2025,122374.00,8
4D Lotto,8-2-6-4,10/24/2025,13109.00,65
4D Lotto,2-6-6-9,10/27/2025,46543.00,17
4D Lotto,4-1-9-5,10/29/2025,48137.00,20
4D Lotto,7-8-5-1,10/31/2025,65404.00,14
4D Lotto,6-6-3-5,11/3/2025,86345.00,10
4D Lotto,0-0-0-5,11/5/2025,30910.00,24
4D Lotto,6-8-9-1,11/7/2025,19097.00,51
4D Lotto,8-4-8-0,11/10/2025,48365.00,18
4D Lotto,3-3-7-9,11/12/2025,62397.00,14
4D Lotto,8-5-1-7,11/14/2025,22729.00,20
4D Lotto,0-3-8-8,11/17/2025,170316.00,5
4D Lotto,2-7-2-1,11/19/2025,10000.00,101
4D Lotto,9-0-2-8,11/21/2025,10000.00,20
4D Lotto,0-2-8-1,11/24/2025,58332.00,17
4D Lotto,2-8-0-4,11/26/2025,42975.00,21
4D Lotto,8-5-8-5,11/28/2025,21304.00,48
4D Lotto,8-3-3-6,12/1/2025,138906.00,7
4D Lotto,8-3-4-7,12/3/2025,42633.00,21
4D Lotto,5-1-7-5,12/5/2025,23441.00,42
4D Lotto,6-0-5-7,12/8/2025,26781.00,35
4D Lotto,8-2-8-7,12/10/2025,44299.00,23
4D Lotto,2-4-2-1,12/12/2025,11996.00,49
4D Lotto,6-8-0-7,12/15/2025,75972.00,13
4D Lotto,4-5-6-1,12/17/2025,80423.00,13
4D Lotto,5-1-7-4,12/19/2025,19214.00,55
4D Lotto,3-2-0-1,12/22/2025,50720.00,20
4D Lotto,9-1-5-6,12/24/2025,93522.00,9
4D Lotto,9-6-7-7,12/26/2025,117985.00,8
4D Lotto,5-2-1-2,12/29/2025,10000.00,48
4D Lotto,1-3-2-4,12/31/2025,10000.00,81
4D Lotto,7-0-5-0,1/2/2026,51532.00,13
4D Lotto,0-4-9-7,1/5/2026,61630.00,19
4D Lotto,1-2-8-5,1/7/2026,28893.00,37
4D Lotto,8-8-4-6,1/9/2026,44178.00,23
4D Lotto,1-3-2-4,1/12/2026,10000.00,116
4D Lotto,2-4-7-7,1/14/2026,25300.00,37
4D Lotto,2-3-3-6,1/16/2026,44754.00,24
4D Lotto,0-5-6-5,1/19/2026,29252.00,31
4D Lotto,8-7-6-1,1/21/2026,58217.00,17
4D Lotto,0-7-4-1,1/23/2026,132214.00,8
4D Lotto,5-2-8-6,1/26/2026,21173.00,47
